,id,date,comments,owner,likes_count,answers,sentiments
12,1.79E+16,17/8/2021 13:25, red heart ,"{'id': '3010899095', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/12750015_1697536203851635_150860274_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=UrNaOfmpHKkAX8AX7RH&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=a660d96dd7e0a2cf90c121fd0d0b6216&oe=616D719E&_nc_sid=9fb510', 'username': 'pwchan96'}",0,[],Positive
13,1.79E+16,17/8/2021 11:23, thumbs up ,"{'id': '48044497584', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244772036_261950529169084_264219520395239602_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=fslfvFoVv7AAX-Fvrn-&edm=AMrZAGUBAAAA&ccb=7-4&oh=461d6851ba6d1f9aedf490fb3d42f75e&oe=616DDCE9&_nc_sid=9fb510', 'username': 'nicholas.xu.2503'}",0,[],Positive
14,1.79E+16,17/8/2021 11:14, clapping hands  clapping hands  clapping hands  thumbs up  thumbs up  thumbs up  flexed biceps  flexed biceps  flexed biceps  confetti ball  confetti ball  confetti ball  sparkling heart  sparkling heart  sparkling heart  folded hands  folded hands  folded hands  rose  rose  rose ,"{'id': '5372746805', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/17933837_337822063287213_5621158716314222592_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=1dM_5Un2aVYAX-MrsGr&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=51076135a142b042feb6e62051866601&oe=616D3804&_nc_sid=9fb510', 'username': 'eve48lyn'}",0,[],Positive
15,1.79E+16,17/8/2021 9:19,"Good afternoon sir, prince here,can you train and teach me of everything? If anything happen to my fellow singaporeans,I won't hesitate to murder!!!!  red heart  red heart  red heart  red heart  red heart ","{'id': '47543112248', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/170214181_122128566561769_1386344350858800898_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=tdFpotIJd-IAX-WQGA2&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=3d68ba615ff01cc129200c95b404fd7d&oe=616C5159&_nc_sid=9fb510', 'username': 'muhammadazroy17'}",0,[],Positive
16,1.79E+16,17/8/2021 8:09, panda  smiling face with heart-eyes  clapping hands  clapping hands ,"{'id': '6147513251', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/117113528_1283320575336322_8801129614537974885_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Yw-Ge6xR01QAX9VddvX&edm=AMrZAGUBAAAA&ccb=7-4&oh=a248d2d45ac7ae8d0ccd708ff6050ea2&oe=616C562E&_nc_sid=9fb510', 'username': 'eileenzhang1878'}",0,[],Positive
17,1.79E+16,17/8/2021 2:37,So cute!,"{'id': '46258309791', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/170087723_197900758548180_32740147331435867_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3Lk1Lqj-CC8AX_CjUwy&edm=AMrZAGUBAAAA&ccb=7-4&oh=f927ff778d30024389f6d13b12a99667&oe=616D2721&_nc_sid=9fb510', 'username': 'iamkuaneng'}",0,[],Positive
18,1.79E+16,17/8/2021 0:24,Can you please post more?,"{'id': '8362699601', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242700735_2827593987538906_4088097471032205288_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=iDtzhSAh5TkAX_Z73nh&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=f5e127485e7e0040cf366bfc1f0ca163&oe=616C1F3A&_nc_sid=9fb510', 'username': 'joycelyn_20087'}",0,[],Positive
19,1.79E+16,17/8/2021 0:04, clapping hands ,"{'id': '36549221648', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/101467392_248592719539785_2631350553283657728_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=tjzZ1FbIyBwAX9Oj6Ux&edm=AMrZAGUBAAAA&ccb=7-4&oh=19f075c530a9143c7992a61287737418&oe=616C6D96&_nc_sid=9fb510', 'username': 'hocksengler'}",0,[],Positive
20,1.79E+16,16/8/2021 22:27, purple heart  red heart  smiling face with heart-eyes  panda  purple heart  star ,"{'id': '34771567', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/163601964_281497796922958_4228906932430489822_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Z60WJYQP1OAAX9ofi77&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=184245ced03f8d536cab8fea26ca1553&oe=616D084E&_nc_sid=9fb510', 'username': 'amy.dear'}",0,[],Positive
21,1.79E+16,16/8/2021 21:11,Great,"{'id': '5543634762', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/240952267_891790995021527_5882067856596252992_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=vUhaRBW0jZEAX9oofj8&edm=AMrZAGUBAAAA&ccb=7-4&oh=7352c199fdf314607cd5187635e914fe&oe=616DAF9F&_nc_sid=9fb510', 'username': 'rahel_wahi'}",0,[],Positive
22,1.79E+16,16/8/2021 18:53, red heart  red heart  red heart ,"{'id': '1662348735', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/154793821_741970910024503_2592644489277848303_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=flbbMJ878EMAX8HyVYC&edm=AMrZAGUBAAAA&ccb=7-4&oh=ff2b4da146608715ed068f3c0baa2f44&oe=616D1342&_nc_sid=9fb510', 'username': 'kaj.kelly'}",0,[],Positive
23,1.79E+16,16/8/2021 17:07, red heart  red heart  red heart  red heart  red heart  red heart ,"{'id': '3586072893', 'is_verified': False, 'profile_pic_url': 'https://instagram.fbdo6-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fbdo6-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=ODYYrFqry0wAX940c_V&edm=ABmJApABAAAA&ccb=7-4&oh=2333424c3a14c1baeac28ed86fcf328e&oe=616CD88F&_nc_sid=6136e7&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'philip_yong2'}",0,[],Positive
24,1.79E+16,16/8/2021 16:44, red heart  red heart  red heart ,"{'id': '346426278', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244638672_893969184559579_3534086846905368230_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=1ms5yk78qZQAX8yRFDr&edm=AMrZAGUBAAAA&ccb=7-4&oh=129c5eb8d296cb5d88b3a6ebecdafaf5&oe=616D5DF5&_nc_sid=9fb510', 'username': 'diannerivas'}",0,[],Positive
25,1.79E+16,16/8/2021 16:30, clapping hands  clapping hands  clapping hands ,"{'id': '4517708165', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/18444640_286024695183394_8017512148336902144_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=WYVTSTOs4v4AX9nN3mJ&edm=AMrZAGUBAAAA&ccb=7-4&oh=b976d8cd5eb3b56019f08560aafbe2ac&oe=616CE916&_nc_sid=9fb510', 'username': 'lai_gerard'}",0,[],Positive
26,1.79E+16,16/8/2021 15:12, red heart ,"{'id': '3483328099', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/13740908_169158890162850_1929460919_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=AQX6jdQ0XFIAX-GNyvY&edm=AMrZAGUBAAAA&ccb=7-4&oh=621157ce310c6c3a6abbfce581ed1841&oe=616C636D&_nc_sid=9fb510', 'username': 'beekeowng2409'}",0,[],Positive
27,1.79E+16,16/8/2021 15:06, red heart  red heart  panda  panda  panda  red heart  red heart ,"{'id': '223439043', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244458916_581380809956574_6714613640777081090_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=yEak5H0T_3kAX_VNvh_&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=636acb84b373156881a994bbf01bfb15&oe=616C6F33&_nc_sid=9fb510', 'username': 'super_2021'}",0,[],Positive
28,1.79E+16,16/8/2021 15:00,Very happy and delighted. Congratulation to Kai Kai and Jia Jia of their new born healthy panda cub  red heart  red heart  red heart ,"{'id': '3138271895', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/12917926_251814278498903_470405604_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=YuLbuVmXG0MAX-O8fdJ&edm=AMrZAGUBAAAA&ccb=7-4&oh=bb93b0f465636c830a6e8bc70118ec23&oe=616DA1BE&_nc_sid=9fb510', 'username': 'roycekok'}",0,[],Positive
29,1.79E+16,16/8/2021 14:55, clapping hands  clapping hands  clapping hands  clapping hands ,"{'id': '2069845560', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/160804981_1158880267901783_1945608486215338605_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=v88YjJtxM0EAX-hv1rz&edm=AMrZAGUBAAAA&ccb=7-4&oh=b9132decc71c13fb57f3ef29f7a126a6&oe=616CB360&_nc_sid=9fb510', 'username': 'serenesoh22'}",0,[],Positive
30,1.79E+16,16/8/2021 14:44,It is great to share the joy of other members in this planet.  We can look more to celebrate above the  stressful pandemics. Cheers !,"{'id': '4548340417', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/16229274_319600705101074_6186242181854920704_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=5RwqLTI2GIYAX9GAW8H&edm=AMrZAGUBAAAA&ccb=7-4&oh=73db1496b5e2bcbd55195b84fe49412a&oe=616D147D&_nc_sid=9fb510', 'username': 'breathingspace57'}",0,[],Positive
31,1.79E+16,16/8/2021 14:20, red heart ,"{'id': '438358804', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/231572332_2989581881326265_6634813748536644327_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=703PmpuGnx4AX_MPzBp&edm=AMrZAGUBAAAA&ccb=7-4&oh=4dc0882cd05eff952b0f4e893d2195f9&oe=616C6C19&_nc_sid=9fb510', 'username': 'famydiyee'}",0,[],Positive
32,1.80E+16,16/8/2021 14:08, red heart  red heart  red heart  red heart  red heart  red heart  red heart  red heart ,"{'id': '45474480561', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/139438817_164359361795144_3370408349508753750_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3OfBzTCGVSIAX_bIjdI&edm=AMrZAGUBAAAA&ccb=7-4&oh=7ba2c5cc4cdf5aaebf57f2f1f4eeaea9&oe=616D6EA9&_nc_sid=9fb510', 'username': 'everg7908'}",0,[],Positive
33,1.79E+16,16/8/2021 13:50,Yeh hai  red heart  red heart  red heart  red heart  red heart  fire  fire  fire  fire ,"{'id': '8721550524', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242026816_575181316856504_3525044063285206674_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3ScRsBc9ZKIAX_BDZvQ&edm=AMrZAGUBAAAA&ccb=7-4&oh=554022a19b53b7bfdbdcbce2edc5364e&oe=616DA339&_nc_sid=9fb510', 'username': 'kingbruhfitness'}",0,[],Positive
34,1.79E+16,16/8/2021 13:30,A very nice surprise,"{'id': '45440840973', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/222650403_1053807115023940_3260468803552809400_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=5DOpyuEh5-AAX93HvSH&edm=AMrZAGUBAAAA&ccb=7-4&oh=f31203d8ad7bab9c0e77269a62ebc572&oe=616CE1A0&_nc_sid=9fb510', 'username': 'samantha.desilva.7'}",0,[],Positive
35,1.82E+16,16/8/2021 13:05, smiling face with heart-eyes  red heart ,"{'id': '3190346883', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/147056947_1610127012658575_1434222788643914129_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=nRp0H4QPC7IAX8-Shzm&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=8520aeee48f3ed910a01d9fd27a56444&oe=616DC83C&_nc_sid=9fb510', 'username': 'achinish90'}",0,[],Positive
36,1.79E+16,16/8/2021 11:46,"Congratulations, congratulations, I'm very happy.","{'id': '2101261838', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11241395_1580916878835355_935643001_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=yUMGcx-ue2QAX-BKCzi&edm=AMrZAGUBAAAA&ccb=7-4&oh=5d7a1720d6659f42a41ab5407efc22a7&oe=616D0D9E&_nc_sid=9fb510', 'username': 'susiwatiwidjaja'}",0,[],Positive
37,1.79E+16,16/8/2021 11:12, red heart ,"{'id': '2244768636', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/11374287_524324707733005_1069692249_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=UN_xYzo7J-oAX9SQhZN&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=0bf63e74900ae5ef8855bf664027d6b4&oe=616C961E&_nc_sid=9fb510', 'username': 'curious_fr0g'}",0,[],Positive
38,1.79E+16,16/8/2021 10:32, thumbs up  clapping hands  clapping hands ,"{'id': '8559548927', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/41113471_192442774868080_3366088585680781312_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=XXLSmUn0r5gAX_C35xQ&edm=AMrZAGUBAAAA&ccb=7-4&oh=1d8aca28e9f0c2423f881d287a028a1f&oe=616CFF9A&_nc_sid=9fb510', 'username': 'alice__kok'}",0,[],Positive
39,1.79E+16,16/8/2021 10:30,This is probably the 1st and the last time kai kai and jia jia would have this in sg,"{'id': '44798519340', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/147273908_430631304841075_1572626167481259054_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=3ku4uAUqYV4AX9JnOap&edm=AMrZAGUBAAAA&ccb=7-4&oh=7687bccf79f04565d07e87f13e3871e2&oe=616CDB75&_nc_sid=9fb510', 'username': 'ng.wei.ting.official'}",0,[],Positive
40,1.79E+16,16/8/2021 10:27,Wow,"{'id': '597385189', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/46051984_2201624626758893_2415456385698365440_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=BFk4NVz6t_MAX9nA8sB&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=48551ec46df0082eadd1f705fa75f4ff&oe=616CE22A&_nc_sid=9fb510', 'username': 'wendy_yit'}",0,[],Positive
41,1.82E+16,16/8/2021 10:22,Good clapping hands  clapping hands ,"{'id': '48884450362', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/236435419_567704750934301_1740806277004568500_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HJA6vA2RhY0AX9IlAEj&edm=AMrZAGUBAAAA&ccb=7-4&oh=a31f2a3bdf53c559f261c12da3dcc8df&oe=616D9839&_nc_sid=9fb510', 'username': 'teemo1096'}",0,[],Positive
42,1.79E+16,16/8/2021 9:43, clapping hands  clapping hands  clapping hands  clapping hands ,"{'id': '39047251953', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/116335895_716167369235178_60032951461686824_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=HfgpL_bjeGAAX9wVKEn&edm=AMrZAGUBAAAA&ccb=7-4&oh=76abba48c6b4769ea8a0652df07a63ec&oe=616D117B&_nc_sid=9fb510', 'username': 'dough_magic_official'}",0,[],Positive
43,1.79E+16,16/8/2021 9:24,Congratulations smiling face with heart-eyes Congratulations Singapore  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands ,"{'id': '249403406', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/118254430_780090406132049_6936874126132420543_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=TvQDkXXDKnYAX8P76RV&edm=AMrZAGUBAAAA&ccb=7-4&oh=6c788e006fd50ca44b8996c54dbcd32a&oe=616DC9E0&_nc_sid=9fb510', 'username': 'makmakbeebee'}",0,[],Positive
44,1.79E+16,16/8/2021 9:21, red heart  red heart   smiling face with heart-eyes  precious moments! Awesome! Congratulations to the new parents Kia Kia & Jia Jia. Maybe the name can be named Xi Xi ( 喜喜）。  confetti ball  party popper  confetti ball  party popper  red heart ,"{'id': '190553415', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/85132906_305379944178626_8599633431186094320_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=LqyycBegMb4AX8NujjA&edm=AMrZAGUBAAAA&ccb=7-4&oh=7b98f37d29c92565fa162ad53b38819d&oe=616C0C33&_nc_sid=9fb510', 'username': 'molly3541'}",0,[],Positive
45,1.79E+16,16/8/2021 9:18, smiling face with heart-eyes  smiling face with heart-eyes  clapping hands  clapping hands ,"{'id': '2108764', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/202625134_1976443359189261_2789547192989845379_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=2lNRJP65IBkAX_2lqmo&edm=AMrZAGUBAAAA&ccb=7-4&oh=ae3a5afcf616d0a02f8922df53e9f05f&oe=616CCC9F&_nc_sid=9fb510', 'username': 'sugar73'}",0,[],Positive
