,id,created_at,comments,owner,likes_count,answers,sentiments
10,1.7844450860469516e+16,2020-11-03 6:51:21,100 people ok,"{'id': '4456488110', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244001061_939514000254994_619001599596563821_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=gHu6ExR31rMAX-eFr9S&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=680bc3ff159c9e7a53daaa7b7ada2426&oe=61772A88&_nc_sid=9fb510', 'username': 'whitemirrors__'}",0,[],Neutral
11,1.7855643353320088e+16,2020-11-01 16:59:05,No heart suit ,"{'id': '1504864406', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244449914_427390405389998_503507764296812024_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=RhPrfj1pjp8AX8c16kw&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=6421aa3dad8f85196f82bcecf31d38af&oe=61765BC3&_nc_sid=9fb510', 'username': '_dxniel.a'}",1,[],Neutral
12,1.7849815058346522e+16,2020-10-22 10:04:49,calling the grammar police  man police officer light skin tone  @letsconnectsg,"{'id': '589079540', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11373855_543113115846143_1718473340_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=c0WNbEwLiN8AX8VXwnz&edm=AMrZAGUBAAAA&ccb=7-4&oh=5b68f9f29124597e6541d2bad5520a49&oe=6177B65E&_nc_sid=9fb510', 'username': 'ryannetoh'}",0,[],Positive
13,1.804846416727129e+16,2020-10-19 10:50:05,Pandemic still ON ... Please!!! Phase 3 is bullshit!!!,"{'id': '2986872382', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/246547938_3045534435716201_3388858253027086039_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qd1_UDYjDhYAX_vpeHS&edm=AMrZAGUBAAAA&ccb=7-4&oh=6768f8e43fb08124aaafd7342bd84e10&oe=61776BD8&_nc_sid=9fb510', 'username': 'cbebe1'}",0,"[{'id': 18075496210233438, 'created_at': 1603291544, 'text': '@uriabelli I dont talk to a fool', 'owner': {'id': '2986872382', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/246547938_3045534435716201_3388858253027086039_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qd1_UDYjDhYAX_vpeHS&edm=AF1ddXUBAAAA&ccb=7-4&oh=1a178c8b4a8a5716ec2ceacc9d73d5d9&oe=61776BD8&_nc_sid=3f1853', 'username': 'cbebe1'}, 'likes_count': 0}, {'id': 18073882309233596, 'created_at': 1603296475, 'text': '@cbebe1 typical person who cant think out of the box, and as soon as she has no arguments calls the other person a fool 😂😂', 'owner': {'id': '204676246', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/130153132_165116455346649_2572057314099477627_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=cvALYJHytNcAX9Xc0M8&edm=AF1ddXUBAAAA&ccb=7-4&oh=c1a128cce22ca3d69d20ff0a967a36b8&oe=6177E596&_nc_sid=3f1853', 'username': 'uriabelli'}, 'likes_count': 3}, {'id': 17947239862380147, 'created_at': 1604550028, 'text': '@cbebe1 @_grammar.police__', 'owner': {'id': '15404829047', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/120201747_1630498653794099_4307399575652252800_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_0U_jQlb4ewAX80r-yy&edm=AF1ddXUBAAAA&ccb=7-4&oh=5bf62fe2b71bf16c84dfa653fd2abf0a&oe=61782C0D&_nc_sid=3f1853', 'username': 'goodmikdoodles'}, 'likes_count': 0}, {'id': 17893065205669859, 'created_at': 1603288351, 'text': '@uriabelli mini country singapore..70 is like 700 dang!', 'owner': {'id': '2986872382', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/246547938_3045534435716201_3388858253027086039_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qd1_UDYjDhYAX_vpeHS&edm=AF1ddXUBAAAA&ccb=7-4&oh=1a178c8b4a8a5716ec2ceacc9d73d5d9&oe=61776BD8&_nc_sid=3f1853', 'username': 'cbebe1'}, 'likes_count': 0}, {'id': 17893061446647166, 'created_at': 1603259229, 'text': '@cbebe1 really? 70 active cases in Singapore', 'owner': {'id': '204676246', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/130153132_165116455346649_2572057314099477627_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=cvALYJHytNcAX9Xc0M8&edm=AF1ddXUBAAAA&ccb=7-4&oh=c1a128cce22ca3d69d20ff0a967a36b8&oe=6177E596&_nc_sid=3f1853', 'username': 'uriabelli'}, 'likes_count': 2}, {'id': 17866924016118890, 'created_at': 1604550186, 'text': '@cbebe1 ill tell you what else is mini. Your penis. If a singaporean scientist saw it he would call it ""The Little Red Dot""', 'owner': {'id': '15404829047', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/120201747_1630498653794099_4307399575652252800_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_0U_jQlb4ewAX80r-yy&edm=AF1ddXUBAAAA&ccb=7-4&oh=5bf62fe2b71bf16c84dfa653fd2abf0a&oe=61782C0D&_nc_sid=3f1853', 'username': 'goodmikdoodles'}, 'likes_count': 1}, {'id': 17859518777209812, 'created_at': 1603290739, 'text': ""@cbebe1 there is no logic in your words. Singapore is an island and a small country, hence it's much easier to control the virus!"", 'owner': {'id': '204676246', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/130153132_165116455346649_2572057314099477627_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=cvALYJHytNcAX9Xc0M8&edm=AF1ddXUBAAAA&ccb=7-4&oh=c1a128cce22ca3d69d20ff0a967a36b8&oe=6177E596&_nc_sid=3f1853', 'username': 'uriabelli'}, 'likes_count': 1}]",Negative
14,1.7876566966890236e+16,2020-10-12 11:46:24,The 6th friend   face without mouth ,"{'id': '3237477', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242050449_378005097069826_5743999698046011628_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=nLykHKFuXNYAX_IuhQl&edm=AMrZAGUBAAAA&ccb=7-4&oh=bff665293b1890e6cfea9f5a80621925&oe=61776FD0&_nc_sid=9fb510', 'username': 'shaunchung'}",2,[],Neutral
15,1.7919444157465844e+16,2020-10-12 7:27:02,ive been following these  growing heart ,"{'id': '37754259087', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/107931755_2365845647051874_8932225178664637522_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=eZWjxdLfWj0AX_ovqlt&edm=AMrZAGUBAAAA&ccb=7-4&oh=46a7a53a682775d6307de38eff2ee298&oe=6176BA36&_nc_sid=9fb510', 'username': 'lexiglowss'}",0,[],Neutral
16,1.7886067561738652e+16,2020-10-08 1:41:09, smiling face with heart-eyes ,"{'id': '322112650', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/16906082_168384133663718_2150541711959392256_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=uF_Uvbe5C7MAX8uWIZR&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=76676c7f0b6deb3a1ed09e5bb55410f1&oe=6176AA73&_nc_sid=9fb510', 'username': 'pamelateh'}",1,[],Positive
17,1.7848019951482104e+16,2020-12-04 8:07:34,Stop the fear mongering and emotional blackmail,"{'id': '43873638321', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=VkyMCsRZjzMAX-cjd4J&edm=ALlQn9MBAAAA&ccb=7-4&oh=fab8862b0773bce8a13bbf20196d8240&oe=6176BBCF&_nc_sid=48a2a6&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'littlewokeeeee'}",0,[],Negative
18,1.7962327453342016e+16,2020-10-09 7:01:31,Dont be stubborn and think you are invincible. Let us all be considerate and think for one another  red heart ,"{'id': '41230063743', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/119236473_107122164412630_4169851698715108531_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ifN2eTWZ05sAX-iHzcQ&edm=AMrZAGUBAAAA&ccb=7-4&oh=cec7a348956b39d61c14c1415c88f609&oe=6177A90E&_nc_sid=9fb510', 'username': 'thesworth'}",1,[],Positive
19,1.813309682814925e+16,2021-01-16 20:34:52,You cant force people to take vaccine . You cannot buy common sense .,"{'id': '2288113338', 'is_verified': False, 'profile_pic_url': 'https://instagram.fkno6-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fkno6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=VkyMCsRZjzMAX8bxUjX&edm=ACaJ6XgBAAAA&ccb=7-4&oh=cb621e4ed4eec7796b802cc877bf4f8f&oe=6176BBCF&_nc_sid=0cc1b1&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'ohmysatria'}",0,[],Negative
20,1.817871297100812e+16,2020-12-04 8:07:14,Stop the fear mongering,"{'id': '43873638321', 'is_verified': False, 'profile_pic_url': 'https://instagram.fkno6-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fkno6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=VkyMCsRZjzMAX8bxUjX&edm=ACaJ6XgBAAAA&ccb=7-4&oh=cb621e4ed4eec7796b802cc877bf4f8f&oe=6176BBCF&_nc_sid=0cc1b1&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'littlewokeeeee'}",0,[],Negative
21,1.817753670704629e+16,2020-12-04 14:54:49,Is that a question? Ice cream ofc  9,"{'id': '339317104', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/245790070_220168303390267_510876186444433712_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=oIySDPR5E-kAX84iB1v&edm=AMrZAGUBAAAA&ccb=7-4&oh=0b186392dfdd7fca3e84fdd3fe90c6b3&oe=61776317&_nc_sid=9fb510', 'username': 'didy0ugetawhoppa'}",1,[],Neutral
22,1.812930142313605e+16,2020-10-25 23:28:02,Ice-cream is cheaper than phpc clinic.,"{'id': '2155145003', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/193188912_286717069813184_8495677354652807307_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ah_zjB2oyc4AX8_gz1u&edm=AMrZAGUBAAAA&ccb=7-4&oh=97d178db7709aa094b383ed19423f88b&oe=6177D2FC&_nc_sid=9fb510', 'username': 'asrulamirhu'}",3,[],Neutral
23,1.7873248249988714e+16,2020-10-25 16:07:04,EAT ICE CREAM,"{'id': '13038998504', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/210502634_296376438903693_4073801822785424073_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=gGFPrVArya8AX8DgaZM&edm=AMrZAGUBAAAA&ccb=7-4&oh=86fb2d3483bc97166134d1d920116973&oe=617713B0&_nc_sid=9fb510', 'username': 'reynardyang'}",3,[],Neutral
24,1.7845990301424696e+16,2020-10-24 15:35:18,NOO YOU SHLD EAT ICE CREAM . EATING ICE CREAM HELPS ;)  soft ice cream  soft ice cream  soft ice cream  soft ice cream  victory hand light skin tone ,"{'id': '12760831946', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/157451889_3740614506056376_3052275890474470270_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=MizTuqh9QiQAX8B2_Kv&edm=AMrZAGUBAAAA&ccb=7-4&oh=cb7be43fd2b58c2334874adea744754a&oe=6177DA2B&_nc_sid=9fb510', 'username': 'reallynotjeff'}",5,[],Positive
25,1.8124073647095452e+16,2020-10-24 15:14:44,Damn scared of swab test. I'll take the ice cream instead  kissing face ,"{'id': '307239665', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11311338_1597193623877072_526029344_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=5xZbGmTOdqIAX9gOd0I&edm=AMrZAGUBAAAA&ccb=7-4&oh=6de5a6234f59ce7c1042e518d20848d9&oe=61775043&_nc_sid=9fb510', 'username': 'skyboy2013'}",1,[],Negative
26,1.7858406329200992e+16,2020-10-24 14:41:59,eat ice cream,"{'id': '6043696735', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/241881095_198242408928987_7569664617279397505_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_NxY1LsxwMkAX99lGNo&edm=AMrZAGUBAAAA&ccb=7-4&oh=efb6baf60938631de0921106f79e0789&oe=6177BAA9&_nc_sid=9fb510', 'username': 'whoisasher_'}",1,[],Neutral
27,1.787164796901421e+16,2020-10-24 12:32:54,Share us your favourite ice cream guys! Mine’s Ben & Jerry’s!,"{'id': '15611379', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/189133693_293368549128578_6916986029150356280_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=iAKV2wosd_gAX_Xx5Eq&edm=AMrZAGUBAAAA&ccb=7-4&oh=d1834dae4b92cad6320e073f16ff6a41&oe=617789D1&_nc_sid=9fb510', 'username': 'izked'}",1,[],Positive
28,1.7978050039316076e+16,2020-10-24 9:36:50,Eat ice cream,"{'id': '7163218949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/245643616_1199977137160438_5667409767965432312_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ieuu16e5upYAX8MJbUe&edm=AMrZAGUBAAAA&ccb=7-4&oh=d166d1a53a8ad780b37ad65c20fcf1c4&oe=6177B13B&_nc_sid=9fb510', 'username': 'feel1ngk1nky'}",1,[],Neutral
29,1.7875045312922444e+16,2020-10-24 7:15:54,eat ice cream woooo,"{'id': '3217747814', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/241848196_127234156297199_6317233777312823609_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=2UPPJx3j4-AAX-MsM96&edm=AMrZAGUBAAAA&ccb=7-4&oh=2a73daaa90c04dd20a8a8ded75e0fe44&oe=6177A8B9&_nc_sid=9fb510', 'username': 'xlwtf'}",2,[],Neutral
30,1.7897368294625116e+16,2020-10-24 5:06:09,swab test look damn scary i scared the thing go in my brain,"{'id': '23330798875', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242227755_925789741481564_8104959157133354989_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Uty9ftZNS74AX8OtWD-&edm=AMrZAGUBAAAA&ccb=7-4&oh=3a826eb99ca140e8ef2b6ba346c6bd90&oe=6177C061&_nc_sid=9fb510', 'username': 'izann3_'}",0,[],Negative
31,1.7920726870456216e+16,2020-10-24 5:05:45,dont lie its eat ice cream,"{'id': '23330798875', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242227755_925789741481564_8104959157133354989_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Uty9ftZNS74AX8OtWD-&edm=AMrZAGUBAAAA&ccb=7-4&oh=3a826eb99ca140e8ef2b6ba346c6bd90&oe=6177C061&_nc_sid=9fb510', 'username': 'izann3_'}",2,[],Neutral
32,1.7901792655586572e+16,2020-10-24 0:34:14,Eat ice cream,"{'id': '19614550', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/28435478_545502659153486_460924083341623296_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=jKJfjTg951MAX8Q8Bfm&edm=AMrZAGUBAAAA&ccb=7-4&oh=8abff0a9da40e0e4745ccfa7fc7b80f4&oe=617659A6&_nc_sid=9fb510', 'username': 'annzio'}",3,[],Neutral
33,1.8170160244028756e+16,2020-10-23 17:20:41,Where is the poll?  face with tears of joy ,"{'id': '37079368', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/81787657_477519553150184_2590011501649592320_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=NXBeen5_gA8AX9FEDcP&edm=AMrZAGUBAAAA&ccb=7-4&oh=286b69a6dd69ebebbb385129d382d0c8&oe=61782BB7&_nc_sid=9fb510', 'username': 'aderlemontree'}",6,[],Neutral
34,1.7846046677396038e+16,2020-10-23 16:34:59,EAT ICE-CREAM!!,"{'id': '11352244141', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/60242855_601305890355772_4771711887081472000_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=PRfbOQPBPCgAX_NIoda&edm=AMrZAGUBAAAA&ccb=7-4&oh=0a2ab0d681edee898ac3907c7ceee3e4&oe=61775AE7&_nc_sid=9fb510', 'username': 'thingamajingging'}",6,[],Positive
35,1.7981022208314698e+16,2020-10-23 16:33:24,I'll do swab test after eating ice-cream!!!,"{'id': '33965964059', 'is_verified': False, 'profile_pic_url': 'https://instagram.fblr20-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fblr20-1.fna.fbcdn.net&_nc_ohc=VkyMCsRZjzMAX-33-lO&edm=AL4D0a4BAAAA&ccb=7-4&oh=2e37409405ee6718e362e972e5d46e56&oe=6176BBCF&_nc_sid=712cc3&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'begum_tastic'}",5,[],Neutral
