id,created_at,comments,owner,likes_count,answers
1.78551E+16,5/11/2020 4:19,Ok boomer,"{'id': '15404829047', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/120201747_1630498653794099_4307399575652252800_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_0U_jQlb4ewAX80r-yy&edm=AMrZAGUBAAAA&ccb=7-4&oh=989c52c05397393261d6c801026d66d3&oe=61782C0D&_nc_sid=9fb510', 'username': 'goodmikdoodles'}",0,[]
1.78445E+16,3/11/2020 6:51,100 people ok,"{'id': '4456488110', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244001061_939514000254994_619001599596563821_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=gHu6ExR31rMAX-eFr9S&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=680bc3ff159c9e7a53daaa7b7ada2426&oe=61772A88&_nc_sid=9fb510', 'username': 'whitemirrors__'}",0,[]
1.78556E+16,1/11/2020 16:59,No♥️,"{'id': '1504864406', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/244449914_427390405389998_503507764296812024_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=RhPrfj1pjp8AX8c16kw&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=6421aa3dad8f85196f82bcecf31d38af&oe=61765BC3&_nc_sid=9fb510', 'username': '_dxniel.a'}",1,[]
1.78498E+16,22/10/2020 10:04,calling the grammar police 👮🏻‍♂️ @letsconnectsg,"{'id': '589079540', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11373855_543113115846143_1718473340_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=c0WNbEwLiN8AX8VXwnz&edm=AMrZAGUBAAAA&ccb=7-4&oh=5b68f9f29124597e6541d2bad5520a49&oe=6177B65E&_nc_sid=9fb510', 'username': 'ryannetoh'}",0,[]
1.80485E+16,19/10/2020 10:50,Pandemic still ON ... Please!!! Phase 3 is bullshit!!!,"{'id': '2986872382', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/246547938_3045534435716201_3388858253027086039_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qd1_UDYjDhYAX_vpeHS&edm=AMrZAGUBAAAA&ccb=7-4&oh=6768f8e43fb08124aaafd7342bd84e10&oe=61776BD8&_nc_sid=9fb510', 'username': 'cbebe1'}",0,"[{'id': 18075496210233438, 'created_at': 1603291544, 'text': '@uriabelli I dont talk to a fool', 'owner': {'id': '2986872382', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/246547938_3045534435716201_3388858253027086039_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qd1_UDYjDhYAX_vpeHS&edm=AF1ddXUBAAAA&ccb=7-4&oh=1a178c8b4a8a5716ec2ceacc9d73d5d9&oe=61776BD8&_nc_sid=3f1853', 'username': 'cbebe1'}, 'likes_count': 0}, {'id': 18073882309233596, 'created_at': 1603296475, 'text': '@cbebe1 typical person who cant think out of the box, and as soon as she has no arguments calls the other person a fool 😂😂', 'owner': {'id': '204676246', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/130153132_165116455346649_2572057314099477627_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=cvALYJHytNcAX9Xc0M8&edm=AF1ddXUBAAAA&ccb=7-4&oh=c1a128cce22ca3d69d20ff0a967a36b8&oe=6177E596&_nc_sid=3f1853', 'username': 'uriabelli'}, 'likes_count': 3}, {'id': 17947239862380147, 'created_at': 1604550028, 'text': '@cbebe1 @_grammar.police__', 'owner': {'id': '15404829047', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/120201747_1630498653794099_4307399575652252800_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_0U_jQlb4ewAX80r-yy&edm=AF1ddXUBAAAA&ccb=7-4&oh=5bf62fe2b71bf16c84dfa653fd2abf0a&oe=61782C0D&_nc_sid=3f1853', 'username': 'goodmikdoodles'}, 'likes_count': 0}, {'id': 17893065205669859, 'created_at': 1603288351, 'text': '@uriabelli mini country singapore..70 is like 700 dang!', 'owner': {'id': '2986872382', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/246547938_3045534435716201_3388858253027086039_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=qd1_UDYjDhYAX_vpeHS&edm=AF1ddXUBAAAA&ccb=7-4&oh=1a178c8b4a8a5716ec2ceacc9d73d5d9&oe=61776BD8&_nc_sid=3f1853', 'username': 'cbebe1'}, 'likes_count': 0}, {'id': 17893061446647166, 'created_at': 1603259229, 'text': '@cbebe1 really? 70 active cases in Singapore', 'owner': {'id': '204676246', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/130153132_165116455346649_2572057314099477627_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=cvALYJHytNcAX9Xc0M8&edm=AF1ddXUBAAAA&ccb=7-4&oh=c1a128cce22ca3d69d20ff0a967a36b8&oe=6177E596&_nc_sid=3f1853', 'username': 'uriabelli'}, 'likes_count': 2}, {'id': 17866924016118890, 'created_at': 1604550186, 'text': '@cbebe1 ill tell you what else is mini. Your penis. If a singaporean scientist saw it he would call it ""The Little Red Dot""', 'owner': {'id': '15404829047', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/120201747_1630498653794099_4307399575652252800_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_0U_jQlb4ewAX80r-yy&edm=AF1ddXUBAAAA&ccb=7-4&oh=5bf62fe2b71bf16c84dfa653fd2abf0a&oe=61782C0D&_nc_sid=3f1853', 'username': 'goodmikdoodles'}, 'likes_count': 1}, {'id': 17859518777209812, 'created_at': 1603290739, 'text': ""@cbebe1 there is no logic in your words. Singapore is an island and a small country, hence it's much easier to control the virus!"", 'owner': {'id': '204676246', 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/130153132_165116455346649_2572057314099477627_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=cvALYJHytNcAX9Xc0M8&edm=AF1ddXUBAAAA&ccb=7-4&oh=c1a128cce22ca3d69d20ff0a967a36b8&oe=6177E596&_nc_sid=3f1853', 'username': 'uriabelli'}, 'likes_count': 1}]"
1.78766E+16,12/10/2020 11:46,The 6th friend: 😶,"{'id': '3237477', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242050449_378005097069826_5743999698046011628_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=nLykHKFuXNYAX_IuhQl&edm=AMrZAGUBAAAA&ccb=7-4&oh=bff665293b1890e6cfea9f5a80621925&oe=61776FD0&_nc_sid=9fb510', 'username': 'shaunchung'}",2,[]
1.79194E+16,12/10/2020 7:27,ive been following these 💗,"{'id': '37754259087', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/107931755_2365845647051874_8932225178664637522_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=eZWjxdLfWj0AX_ovqlt&edm=AMrZAGUBAAAA&ccb=7-4&oh=46a7a53a682775d6307de38eff2ee298&oe=6176BA36&_nc_sid=9fb510', 'username': 'lexiglowss'}",0,[]
1.78861E+16,8/10/2020 1:41,😍,"{'id': '322112650', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/16906082_168384133663718_2150541711959392256_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=uF_Uvbe5C7MAX8uWIZR&tn=Gk5nrAYr_sDdT6TD&edm=AMrZAGUBAAAA&ccb=7-4&oh=76676c7f0b6deb3a1ed09e5bb55410f1&oe=6176AA73&_nc_sid=9fb510', 'username': 'pamelateh'}",1,[]
1.7848E+16,4/12/2020 8:07,Stop the fear mongering and emotional blackmail,"{'id': '43873638321', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=VkyMCsRZjzMAX-cjd4J&edm=ALlQn9MBAAAA&ccb=7-4&oh=fab8862b0773bce8a13bbf20196d8240&oe=6176BBCF&_nc_sid=48a2a6&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'littlewokeeeee'}",0,[]
1.79623E+16,9/10/2020 7:01,Dont be stubborn and think you are invincible. Let us all be considerate and think for one another ❤️,"{'id': '41230063743', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/119236473_107122164412630_4169851698715108531_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ifN2eTWZ05sAX-iHzcQ&edm=AMrZAGUBAAAA&ccb=7-4&oh=cec7a348956b39d61c14c1415c88f609&oe=6177A90E&_nc_sid=9fb510', 'username': 'thesworth'}",1,[]
1.81331E+16,16/1/2021 20:34,You cant force people to take vaccine . You cannot buy common sense .,"{'id': '2288113338', 'is_verified': False, 'profile_pic_url': 'https://instagram.fkno6-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fkno6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=VkyMCsRZjzMAX8bxUjX&edm=ACaJ6XgBAAAA&ccb=7-4&oh=cb621e4ed4eec7796b802cc877bf4f8f&oe=6176BBCF&_nc_sid=0cc1b1&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'ohmysatria'}",0,[]
1.81787E+16,4/12/2020 8:07,Stop the fear mongering,"{'id': '43873638321', 'is_verified': False, 'profile_pic_url': 'https://instagram.fkno6-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fkno6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=VkyMCsRZjzMAX8bxUjX&edm=ACaJ6XgBAAAA&ccb=7-4&oh=cb621e4ed4eec7796b802cc877bf4f8f&oe=6176BBCF&_nc_sid=0cc1b1&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4', 'username': 'littlewokeeeee'}",0,[]
1.81775E+16,4/12/2020 14:54,Is that a question? Ice cream ofc :9,"{'id': '339317104', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/245790070_220168303390267_510876186444433712_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=oIySDPR5E-kAX84iB1v&edm=AMrZAGUBAAAA&ccb=7-4&oh=0b186392dfdd7fca3e84fdd3fe90c6b3&oe=61776317&_nc_sid=9fb510', 'username': 'didy0ugetawhoppa'}",1,[]
1.78522E+16,12/11/2020 23:17,POSSIBLE CHANCE FOR ALL MEN IN SINGAPORE TO EARN SGD4500 FROM WEALTHY SUGAR MUMMY WITHOUT BEING STRESS AND WHATSAPP MRS ALICIA NOW ON +65 8553 4179 IF INTERESTED,"{'id': '6995830952', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/220054719_500708420996602_4619572059113159033_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=IoZ_QweapB8AX_yxYJe&edm=AMrZAGUBAAAA&ccb=7-4&oh=954a6478090fff068459d529b385e59b&oe=6177CB08&_nc_sid=9fb510', 'username': 'michaelliam_'}",0,[]
1.81293E+16,25/10/2020 23:28,Ice-cream is cheaper than phpc clinic.,"{'id': '2155145003', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/193188912_286717069813184_8495677354652807307_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ah_zjB2oyc4AX8_gz1u&edm=AMrZAGUBAAAA&ccb=7-4&oh=97d178db7709aa094b383ed19423f88b&oe=6177D2FC&_nc_sid=9fb510', 'username': 'asrulamirhu'}",3,[]
1.78732E+16,25/10/2020 16:07,EAT ICE CREAM,"{'id': '13038998504', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/210502634_296376438903693_4073801822785424073_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=gGFPrVArya8AX8DgaZM&edm=AMrZAGUBAAAA&ccb=7-4&oh=86fb2d3483bc97166134d1d920116973&oe=617713B0&_nc_sid=9fb510', 'username': 'reynardyang'}",3,[]
1.7846E+16,24/10/2020 15:35,NOO YOU SHLD EAT ICE CREAM . EATING ICE CREAM HELPS ;) 🍦🍦🍦🍦✌🏻,"{'id': '12760831946', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/157451889_3740614506056376_3052275890474470270_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=MizTuqh9QiQAX8B2_Kv&edm=AMrZAGUBAAAA&ccb=7-4&oh=cb7be43fd2b58c2334874adea744754a&oe=6177DA2B&_nc_sid=9fb510', 'username': 'reallynotjeff'}",5,[]
1.81241E+16,24/10/2020 15:14,Damn scared of swab test. I'll take the ice cream instead 😗,"{'id': '307239665', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/11311338_1597193623877072_526029344_a.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=5xZbGmTOdqIAX9gOd0I&edm=AMrZAGUBAAAA&ccb=7-4&oh=6de5a6234f59ce7c1042e518d20848d9&oe=61775043&_nc_sid=9fb510', 'username': 'skyboy2013'}",1,[]
1.78584E+16,24/10/2020 14:41,eat ice cream,"{'id': '6043696735', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/241881095_198242408928987_7569664617279397505_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=_NxY1LsxwMkAX99lGNo&edm=AMrZAGUBAAAA&ccb=7-4&oh=efb6baf60938631de0921106f79e0789&oe=6177BAA9&_nc_sid=9fb510', 'username': 'whoisasher_'}",1,[]
1.78716E+16,24/10/2020 12:32,Share us your favourite ice cream guys! Mine’s Ben & Jerry’s!,"{'id': '15611379', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/189133693_293368549128578_6916986029150356280_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=iAKV2wosd_gAX_Xx5Eq&edm=AMrZAGUBAAAA&ccb=7-4&oh=d1834dae4b92cad6320e073f16ff6a41&oe=617789D1&_nc_sid=9fb510', 'username': 'izked'}",1,[]
1.79781E+16,24/10/2020 9:36,Eat ice cream,"{'id': '7163218949', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/245643616_1199977137160438_5667409767965432312_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=ieuu16e5upYAX8MJbUe&edm=AMrZAGUBAAAA&ccb=7-4&oh=d166d1a53a8ad780b37ad65c20fcf1c4&oe=6177B13B&_nc_sid=9fb510', 'username': 'feel1ngk1nky'}",1,[]
1.7875E+16,24/10/2020 7:15,eat ice cream woooo,"{'id': '3217747814', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/241848196_127234156297199_6317233777312823609_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=2UPPJx3j4-AAX-MsM96&edm=AMrZAGUBAAAA&ccb=7-4&oh=2a73daaa90c04dd20a8a8ded75e0fe44&oe=6177A8B9&_nc_sid=9fb510', 'username': 'xlwtf'}",2,[]
1.78974E+16,24/10/2020 5:06,swab test look damn scary i scared the thing go in my brain,"{'id': '23330798875', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242227755_925789741481564_8104959157133354989_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Uty9ftZNS74AX8OtWD-&edm=AMrZAGUBAAAA&ccb=7-4&oh=3a826eb99ca140e8ef2b6ba346c6bd90&oe=6177C061&_nc_sid=9fb510', 'username': 'izann3_'}",0,[]
1.79207E+16,24/10/2020 5:05,dont lie its eat ice cream,"{'id': '23330798875', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/242227755_925789741481564_8104959157133354989_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=Uty9ftZNS74AX8OtWD-&edm=AMrZAGUBAAAA&ccb=7-4&oh=3a826eb99ca140e8ef2b6ba346c6bd90&oe=6177C061&_nc_sid=9fb510', 'username': 'izann3_'}",2,[]
1.79018E+16,24/10/2020 0:34,Eat ice cream,"{'id': '19614550', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/28435478_545502659153486_460924083341623296_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=jKJfjTg951MAX8Q8Bfm&edm=AMrZAGUBAAAA&ccb=7-4&oh=8abff0a9da40e0e4745ccfa7fc7b80f4&oe=617659A6&_nc_sid=9fb510', 'username': 'annzio'}",3,[]
1.81702E+16,23/10/2020 17:20,Where is the poll? 😂,"{'id': '37079368', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/81787657_477519553150184_2590011501649592320_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=NXBeen5_gA8AX9FEDcP&edm=AMrZAGUBAAAA&ccb=7-4&oh=286b69a6dd69ebebbb385129d382d0c8&oe=61782BB7&_nc_sid=9fb510', 'username': 'aderlemontree'}",6,[]
1.7846E+16,23/10/2020 16:34,EAT ICE-CREAM!!,"{'id': '11352244141', 'is_verified': False, 'profile_pic_url': 'https://instagram.fsin9-2.fna.fbcdn.net/v/t51.2885-19/s150x150/60242855_601305890355772_4771711887081472000_n.jpg?_nc_ht=instagram.fsin9-2.fna.fbcdn.net&_nc_ohc=PRfbOQPBPCgAX_NIoda&edm=AMrZAGUBAAAA&ccb=7-4&oh=0a2ab0d681edee898ac3907c7ceee3e4&oe=61775AE7&_nc_sid=9fb510', 'username': 'thingamajingging'}",6,[]
